,Open,High,Low,Close,Adj Close,Volume,US covid deaths
2020-01-06,63.720001220703125,64.13999938964844,63.560001373291016,64.08000183105469,61.865482330322266,39800,0.0
2020-01-07,63.83000183105469,63.93000030517578,63.650001525878906,63.68999862670898,61.488956451416016,22500,0.0
2020-01-08,63.56999969482422,64.08999633789062,63.45000076293945,63.77999877929688,61.57584381103516,53500,0.0
2020-01-09,63.88999938964844,64.33000183105469,63.88999938964844,64.02999877929688,61.81720352172852,46700,0.0
2020-01-10,64.0,64.47000122070312,63.9900016784668,64.05999755859375,61.846168518066406,25900,0.0
2020-01-13,64.0999984741211,64.3499984741211,63.75,64.22000122070312,62.00063705444336,74200,0.0
2020-01-14,64.31999969482422,65.2699966430664,63.93000030517578,65.19999694824219,62.94678497314453,21000,0.0
2020-01-15,65.04000091552734,66.30000305175781,64.91000366210938,66.06999969482422,63.78670883178711,21000,0.0
2020-01-16,66.38999938964844,66.62999725341797,66.23999786376953,66.48999786376953,64.19217681884766,42700,0.0
2020-01-17,66.48999786376953,66.58000183105469,66.16999816894531,66.20999908447266,63.921871185302734,16200,0.0
2020-01-21,65.94000244140625,66.41000366210938,65.93000030517578,66.1500015258789,63.86396026611328,17400,0.0
2020-01-22,66.20999908447266,66.52999877929688,66.01000213623047,66.19000244140625,63.90255355834961,24800,0.0
2020-01-23,66.13999938964844,66.13999938964844,65.52999877929688,65.87000274658203,63.59361267089844,91200,0.0
2020-01-24,66.0199966430664,66.0199966430664,64.19000244140625,64.33000183105469,62.10685348510742,26500,0.0
2020-01-27,63.34999847412109,64.25,63.34999847412109,63.959999084472656,61.74961853027344,21100,0.0
2020-01-28,64.18000030517578,64.54000091552734,64.18000030517578,64.31999969482422,62.09718322753906,40800,0.0
2020-01-29,64.30000305175781,64.69999694824219,64.25,64.25,62.02960968017578,9900,0.0
2020-01-30,63.81999969482422,63.880001068115234,63.31999969482422,63.52000045776367,61.324832916259766,21100,0.0
2020-01-31,63.150001525878906,63.29999923706055,62.400001525878906,62.61000061035156,60.44628143310547,33400,0.0
2020-02-03,62.79999923706055,63.63999938964844,62.79999923706055,63.27000045776367,61.083473205566406,94800,0.0
2020-02-04,63.900001525878906,64.44000244140625,63.900001525878906,64.19999694824219,61.9813232421875,23800,0.0
2020-02-05,64.38999938964844,65.86000061035156,64.38999938964844,65.62999725341797,63.36190414428711,23400,0.0
