,Open,High,Low,Close,Adj Close,Volume,US covid deaths
2020-10-14,86.83000183105469,87.11000061035156,85.9000015258789,86.06999969482422,75.26214599609375,5863900,4615.0
2020-10-15,85.41000366210938,85.73999786376953,84.95999908447266,85.2300033569336,74.52762603759766,6190900,4615.0
2020-10-16,85.88999938964844,87.1500015258789,85.76000213623047,86.2699966430664,75.4370346069336,5358500,4615.0
2020-10-19,86.58999633789062,86.79000091552734,84.12999725341797,84.30999755859375,73.72315216064453,10288000,4801.0
2020-10-20,84.19000244140625,84.83000183105469,83.41999816894531,84.25,73.6706771850586,6932100,4801.0
2020-10-21,83.58000183105469,84.13999938964844,82.55999755859375,82.88999938964844,72.48145294189453,9776900,4801.0
2020-10-22,83.0199966430664,84.88999938964844,82.91999816894531,84.30999755859375,73.72315216064453,8080100,4801.0
2020-10-23,84.63999938964844,85.1500015258789,83.94000244140625,84.33999633789062,73.74938201904297,4238700,4801.0
2020-10-26,84.08999633789062,84.31999969482422,82.80999755859375,83.91999816894531,73.38212585449219,7986300,5723.0
2020-10-27,84.0,84.26000213623047,82.68000030517578,82.70999908447266,72.32406616210938,6705600,5723.0
2020-10-28,81.3499984741211,82.20999908447266,80.23999786376953,80.48999786376953,70.38282775878906,11480200,5723.0
2020-10-29,80.5,81.37000274658203,79.11000061035156,80.66999816894531,70.54021453857422,8876700,5723.0
2020-10-30,83.19999694824219,86.13999938964844,83.0,85.0999984741211,74.41395568847656,18089100,5723.0
2020-11-02,86.02999877929688,88.54000091552734,86.0,88.25,77.16841125488281,10781400,6096.0
2020-11-03,89.13999938964844,89.38999938964844,87.43000030517578,87.95999908447266,76.9148178100586,8518800,6096.0
2020-11-04,93.13999938964844,97.48999786376952,92.66999816894533,94.5,82.63357543945312,25849000,6096.0
2020-11-05,95.36000061035156,95.5199966430664,93.0,93.69000244140624,81.92530059814453,8013000,6096.0
2020-11-06,92.9800033569336,93.6500015258789,91.70999908447266,92.8499984741211,81.19076538085938,7006900,6096.0
2020-11-09,95.73999786376952,96.9499969482422,94.66999816894533,95.12000274658205,83.17572021484375,11028900,7204.0
