Date,Open,High,Low,Close,Adj Close,Volume,US Overdose Deaths
2020-01-06,87.05152893066406,87.53816986083984,86.82251739501953,87.4427490234375,77.0781478881836,7522963,3
2020-01-07,86.64122009277344,86.94656372070312,85.03816986083984,85.114501953125,75.02587127685547,11132275,4
2020-01-08,85.0095443725586,85.40076446533203,84.36068725585938,84.54198455810547,74.52122497558594,15200506,3
2020-01-09,84.8759536743164,85.92557525634766,84.71373748779297,85.28626251220703,75.1772689819336,9714750,4
2020-01-10,85.61068725585938,85.98282623291016,85.3530502319336,85.42938995361328,75.30341339111328,5945304,3
2020-01-13,85.41984558105469,85.52481079101562,84.9427490234375,85.4103012084961,75.28660583496094,10261492,1
2020-01-14,85.1812973022461,85.81106567382812,84.79962158203125,85.81106567382812,75.6398696899414,8625669,4
2020-01-15,85.97328186035156,87.41412353515625,85.96373748779297,87.34732818603516,76.99403381347656,9614038,2
2020-01-16,87.65267181396484,87.84351348876953,86.87976837158203,87.00381469726562,76.69124603271484,7252474,2
2020-01-17,87.09923553466797,87.4332046508789,86.69847106933594,86.80343627929688,76.51461029052734,10131226,1
2020-01-21,86.56488800048828,86.80343627929688,85.60114288330078,85.84923553466797,75.67353057861328,10022129,1
2020-01-22,86.04007720947266,86.3167953491211,85.51526641845703,85.54389190673828,75.40435791015625,7800474,3
2020-01-23,85.55343627929688,85.55343627929688,84.21755981445312,84.50381469726562,74.48756408691406,13198093,3
2020-01-24,84.57061004638672,84.7614517211914,81.6603012084961,82.04198455810547,72.31753540039062,14954960,3
2020-01-27,81.2022933959961,82.5477066040039,80.83015441894531,82.15648651123047,72.41845703125,10847534,4
2020-01-28,82.48091888427734,82.7385482788086,81.96565246582031,82.29962158203125,72.54463958740234,9496347,2
2020-01-29,82.63359069824219,84.12213897705078,82.47137451171875,83.24427795410156,73.37731170654297,8511227,5
2020-01-30,82.96755981445312,83.13931274414062,82.25190734863281,82.53816986083984,72.75492095947266,11016471,2
2020-01-31,82.42366027832031,82.70037841796875,81.10687255859375,81.52671813964844,71.86333465576172,9621583,8
2020-02-03,82.09923553466797,84.17938995361328,82.09923553466797,83.3396987915039,73.46142578125,9729318,6
2020-02-04,84.37976837158203,85.114501953125,84.02671813964844,84.31298065185547,74.31934356689453,15091305,4
2020-02-05,80.80152893066406,82.76717376708984,80.15267181396484,81.89885711669922,72.19136810302734,29290133,2
2020-02-06,82.08015441894531,82.28053283691406,81.35496520996094,81.75572204589844,72.06520080566406,16110170,2
2020-02-07,81.95610809326172,82.00381469726562,80.94465637207031,81.1832046508789,71.56053161621094,11419427,1
2020-02-10,81.1832046508789,82.04198455810547,81.04962158203125,81.73664093017578,72.04838562011719,10590983,1
2020-02-11,81.92748260498047,82.06106567382812,81.05915832519531,81.34542083740234,71.70353698730469,10252689,2
2020-02-12,81.14503479003906,81.32633972167969,79.1030502319336,79.43701934814453,70.02134704589844,19630926,2
2020-02-13,79.13167572021484,79.13167572021484,77.71946716308594,78.21565246582031,68.94474792480469,19388734,1
2020-02-14,78.46373748779297,79.00763702392578,77.92938995361328,78.864501953125,69.51667785644531,8743464,5
2020-02-18,79.08396911621094,79.30343627929688,78.49236297607422,78.6832046508789,69.35687255859375,10017308,5
2020-02-19,79.27481079101562,79.30343627929688,77.83396911621094,78.24427795410156,68.96997833251953,11740220,5
2020-02-21,78.42557525634766,78.84542083740234,77.96755981445312,78.5687026977539,69.25593566894531,9295970,4
2020-02-24,76.91793823242188,78.8072509765625,76.87976837158203,77.60496520996094,68.40643310546875,13734145,4
2020-02-25,77.7957992553711,78.18701934814453,76.1927490234375,76.59351348876953,67.51487731933594,13171683,3
2020-02-26,76.96565246582031,77.89122009277344,76.11640930175781,76.27862548828125,67.2373046875,11940283,3
2020-02-27,77.01335906982422,78.00572204589844,74.42748260498047,74.50381469726562,65.6728744506836,15734253,4
2020-02-28,73.16793823242188,73.94084167480469,70.78244018554688,73.05343627929688,64.39440155029297,29246117,5
2020-03-02,73.59732818603516,77.81488800048828,73.54962158203125,77.64312744140625,68.4400863647461,18840525,3
2020-03-03,77.6717529296875,78.6259536743164,74.34160614013672,75.50572204589844,66.5560302734375,17394599,4
2020-03-04,77.76717376708984,79.26526641845703,76.22137451171875,79.16984558105469,69.78582763671875,20224199,4
2020-03-05,77.7957992553711,78.97901153564453,77.23282623291016,77.84351348876953,68.61669921875,15017840,4
2020-03-06,76.3072509765625,78.83587646484375,75.79198455810547,78.43511199951172,69.13819122314453,14208574,3
2020-03-09,74.42748260498047,77.02290344238281,73.46373748779297,75.34351348876953,66.41302490234375,18942810,2
2020-03-10,76.79389190673828,78.41603088378906,73.95037841796875,78.26335906982422,68.98678588867188,17527486,4
2020-03-11,76.17366027832031,76.4885482788086,74.45610809326172,75.62023162841797,66.6569595336914,14274179,2
2020-03-12,70.99236297607422,74.48473358154297,69.90457916259766,71.04007720947266,62.61970520019531,22664782,4
2020-03-13,72.72901153564453,73.6927490234375,68.95037841796875,73.23473358154297,65.0875015258789,25857094,3
2020-03-16,67.52862548828125,72.60496520996094,64.0457992553711,66.71755981445312,59.29534530639648,20808354,2
2020-03-17,68.36832427978516,72.58587646484375,68.11068725585938,71.0687026977539,63.16242980957031,24745795,4
2020-03-18,68.17748260498047,71.2404556274414,65.67748260498047,68.34923553466797,60.74550628662109,18558508,4
2020-03-19,68.08206176757812,69.52290344238281,65.75381469726562,67.4904556274414,59.98226165771485,19268738,4
2020-03-20,66.364501953125,69.17938995361328,65.36259460449219,68.09160614013672,60.51652526855469,23075912,4
2020-03-23,67.05152893066406,68.33015441894531,62.261451721191406,63.35877990722656,56.31022262573242,18375003,1
2020-03-24,65.83015441894531,66.55534362792969,64.11259460449219,65.88740539550781,58.55755233764648,19901939,3
2020-03-25,65.27671813964844,67.15648651123047,63.6927490234375,65.09542083740234,57.85367202758789,18311494,2
2020-03-26,65.01908111572266,70.78244018554688,64.98091888427734,70.16221618652344,62.35679626464844,18052848,3
2020-03-27,68.5114517211914,70.0667953491211,67.98664093017578,68.44465637207031,60.830299377441406,12467218,5
2020-03-30,70.24809265136719,74.03626251220703,69.54198455810547,73.42557525634766,65.2571029663086,15803316,3
2020-03-31,72.75763702392578,74.0457992553711,72.06106567382812,73.41603088378906,65.24862670898438,15079672,7
2020-04-01,71.2404556274414,72.01335906982422,69.6469497680664,70.41984558105469,62.58575820922852,11665288,2
2020-04-02,72.5,73.58778381347656,70.63931274414062,73.34923553466797,65.18927001953125,12843345,8
2020-04-03,72.78626251220703,73.89312744140625,71.87023162841797,72.75763702392578,64.66349792480469,10039211,5
2020-04-06,74.74236297607422,77.1469497680664,74.33206176757812,76.63167572021484,68.10652923583984,14314108,2
2020-04-07,77.93893432617188,78.21565246582031,74.80915832519531,74.96183013916016,66.62246704101562,10657950,3
