Date,Open,High,Low,Close,Adj Close,Volume
2014-03-13,74.36380004882812,74.59677124023438,73.02867126464844,73.17204284667969,52.69840621948242,1785935
2014-03-14,73.00179290771484,73.37813568115234,72.97490692138672,73.10932159423828,52.653236389160156,1037210
2014-03-17,73.2347640991211,73.87992858886719,73.2258071899414,73.61111450195312,53.014625549316406,692590
2014-03-18,73.915771484375,74.54301452636719,73.79928588867188,74.05017852783203,53.330848693847656,1580926
2014-03-19,73.5394287109375,73.74552154541016,72.32078552246094,72.76881408691406,52.40800476074219,1414418
2014-03-20,72.32975006103516,72.99282836914062,72.25806427001953,72.8584213256836,52.472537994384766,1260522
2014-03-21,73.74552154541016,73.92472839355469,73.05555725097656,73.2347640991211,52.74357986450195,1990832
2014-03-24,73.2706069946289,73.38710021972656,72.37454986572266,72.8494644165039,52.46609115600586,1230167
2014-03-25,73.1810073852539,73.57527160644531,72.76881408691406,73.36021423339844,52.83393096923828,2136582
2014-03-26,73.34229278564453,73.6290283203125,72.67921447753906,72.67921447753906,52.343475341796875,1313086
2014-03-27,72.93010711669922,73.17204284667969,72.64337158203125,72.91218566894531,52.51126480102539,1212311
2014-03-28,73.47669982910156,73.67383575439453,72.95698547363281,73.10932159423828,52.653236389160156,1000382
2014-03-31,75.93190002441406,76.3709716796875,75.752685546875,76.18279266357422,54.86674499511719,2577067
2014-04-01,75.752685546875,76.0394287109375,75.25985717773438,75.7258071899414,54.537628173828125,1681142
2014-04-02,75.38530731201172,75.88710021972656,75.33154296875,75.77957153320312,54.57634353637695,1300363
2014-04-03,75.17921447753906,75.18817138671875,74.48925018310547,74.74014282226562,53.827754974365234,1477138
2014-04-04,74.2921142578125,74.82078552246094,73.72760009765625,73.9336929321289,53.2469482421875,1755691
2014-04-07,74.06809997558594,74.38172149658203,73.71863555908203,73.9426498413086,53.25339889526367,1189321
2014-04-08,74.61469268798828,74.89247131347656,74.36380004882812,74.74910736083984,53.834205627441406,1933582
2014-04-09,74.45340728759766,75.36738586425781,74.43548583984375,75.29570007324219,54.227867126464844,1908025
2014-04-10,75.6810073852539,75.85125732421875,75.0447998046875,75.11648559570312,54.09880447387695,2974363
2014-04-11,74.28315734863281,74.77598571777344,73.99641418457031,74.07706451416016,53.350196838378906,2047190
2014-04-14,74.6236572265625,75.25985717773438,74.51612854003906,75.11648559570312,54.09880447387695,2979162
2014-04-15,75.3942642211914,75.60035705566406,74.25627136230469,75.08064270019531,54.072975158691406,2510330
2014-04-16,75.67204284667969,75.7258071899414,75.27777862548828,75.63619995117188,54.47309112548828,1143454
2014-04-17,75.58243560791016,76.0663070678711,75.38530731201172,75.86917877197266,54.6408805847168,1082074
2014-04-21,75.90502166748047,76.61289978027344,75.71684265136719,76.57706451416016,55.150699615478516,1682035
